target,R2_holdout,MAE,R2_cv_mean,R2_cv_std,top_driver
T_surface_end,0.9753181878560677,9.262212866457146,0.9748284387100339,0.0041672702041178,h_convection
peak_cooling_rate,0.9827755185982784,453.78754634205234,0.9868222374150685,0.0027846485497815135,h_convection
rim_depth_mm,0.7228295451214128,0.14113605602780557,0.7338968592978603,0.02023715282302952,h_convection
