target,h_convection,quench_time_s,surrogate,solver,solver_error
450.0,23557.788944723616,0.20678391959798992,450.00113,456.5774050849258,6.577405084925772
500.0,16954.773869346733,0.27964824120603016,499.9996,499.7379885101026,-0.26201148989741796
550.0,11437.185929648242,0.328643216080402,549.9988,549.4221123654762,-0.5778876345237904
600.0,11889.447236180904,0.1615577889447236,599.9988,609.5371861425698,9.537186142569794
